Tier,Category,Group Name,Facebook URL,Geography,Primary Audience,Approx Members,Privacy,Activity Level,Why Relevant,Self-Promo Allowed,Admin / Dealer-Run,Source Batch,URL Type,final_tier,recommended_action,pitch_angle,recommended_template,recommended_keyword,audience_archetype,red_flag,research_batch
4,Equipment BST State,Southeast Nebraska Heavy Equipment BST,https://www.facebook.com/groups/323436057807851/,SE Nebraska,Nebraska farmers,unknown,unknown,unknown,SE NE heavy and farm equipment,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Southern Idaho Farm Equipment Buy/Sell,https://www.facebook.com/groups/292615717957242/,Idaho,Farmers,unknown,Public,unknown,S Idaho ag equipment audience,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Southern Iowa Tractor Farm Machinery Lawn Garden,https://www.facebook.com/groups/142894222545136/,Southern Iowa,Iowa farmers,unknown,unknown,unknown,Tractor and machinery BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Southern Minnesota Farm Equipment Buy Sell Trade,https://www.facebook.com/groups/749482495181669/,Southern Minnesota,MN farmers,unknown,unknown,unknown,"Covers Renville, Redwood, Martin counties",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Southern Minnesota Tractor Farm Machinery Lawn Garden,https://www.facebook.com/groups/580437532001759/,Southern Minnesota,MN farmers,unknown,unknown,unknown,S MN tractor and machinery BST,unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Southwest Georgia Farm and Construction Equipment Trader,https://www.facebook.com/groups/297379297055465/,Southwest Georgia,SW GA farmers,unknown,unknown,unknown,"Covers Colquitt, Tift, Mitchell counties",unknown,no,B5,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,TN Land For Sale,https://www.facebook.com/groups/TNLandForSale/,Tennessee,Landowners/farmers,unknown,Public,unknown,TN rural landowner reach,unknown,No,B6,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,Tennessee Farm Equipment For Sale,https://www.facebook.com/groups/708600216010152/,Tennessee,Farmers,unknown,Public,unknown,TN equipment audience,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Tennessee Farms Land and Houses,https://www.facebook.com/groups/450233016954046/,Tennessee,Farmers/landowners,unknown,Public,unknown,TN farm community reach,unknown,No,B6,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,Tennessee Home and Land for Sale,https://www.facebook.com/groups/welcometotn/,Tennessee,Landowners/farmers,unknown,Public,unknown,TN landowner reach,unknown,No,B6,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,Tennessee House Farm and Land For Sale,https://www.facebook.com/groups/tennesseehousefarmland/,Tennessee,Farmers/landowners,unknown,Public,unknown,TN farm landowner audience for drone services,unknown,No,B6,Group,C,Skip,,,,,Land/houses board; not equipment,3
4,Equipment BST State,Texas Tractor Trader,https://www.facebook.com/groups/340436226060748/,Texas,TX farmers,unknown,unknown,active,TX equipment marketplace,unknown,no,B1,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,The Panhandle of Texas Buy Sell And Trade,https://www.facebook.com/groups/584970615024362/,Texas Panhandle,Panhandle farmers,unknown,unknown,unknown,"Covers Hale, Lubbock, Castro, Parmer counties",unknown,no,B5,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Virginia Farm Equipment For Sale/Trade,https://www.facebook.com/groups/332847673573249/,Virginia,Farmers,unknown,Public,unknown,VA equipment marketplace,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,Virginia Farm Livestock and Equipment,https://www.facebook.com/groups/1545452395696803/,Virginia,Farmers/ranchers,unknown,Public,unknown,VA farm equipment and livestock reach,unknown,No,B6,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,Virginia and North Carolina Farm Sales,https://www.facebook.com/groups/196290883832575/,VA/NC,Farmers,unknown,Public,unknown,Two-state farm sales reach,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,WV KY OH Cattle Buy Sell Trade,https://www.facebook.com/groups/690839454259504/,WV/KY/OH,Cattle producers,unknown,unknown,unknown,Tri-state cattle trade,unknown,no,B4,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,WV Livestock For Sale,https://www.facebook.com/groups/605966109856199/,West Virginia,Livestock owners,unknown,unknown,unknown,State-level WV livestock trade,unknown,no,B4,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,Washington State Farm Equipment BST,https://www.facebook.com/groups/824860754227844/,Washington,Farmers,unknown,Public,unknown,Columbia Basin/Palouse equipment audience,unknown,No,B6,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Equipment BST State,West Texas Farm Jobs,https://www.facebook.com/groups/925711107549591/,West Texas,West TX ag labor + operators,unknown,unknown,moderate,West TX ag labor and operators,unknown,no,B1,Group,A,Join+Post,Service availability + custom drone capacity posts,T6 job lead,ACRES,Operators,,3
4,Equipment BST State,West Virginia Cattle Sales,https://www.facebook.com/groups/752767121451065/,West Virginia,Cattle producers,unknown,unknown,unknown,WV livestock trade,unknown,no,B4,Group,C,Skip,,,,,Livestock-only; not row-crop drone audience,3
4,Equipment BST State,Western Kansas Farm and Ranch BST and Jobs,https://www.facebook.com/groups/212457910016473/,Western Kansas,KS farmers + ranchers,unknown,unknown,unknown,Covers Finney County area,unknown,no,B5,Group,A,Join+Post,Service availability + custom drone capacity posts,T6 job lead,ACRES,Operators,,3
4,Equipment BST State,Wi Farmer Buy Sell Trade,https://www.facebook.com/groups/1552012518446411/,Wisconsin,Farmers,unknown,Public,unknown,WI farmer marketplace beyond prior batches,unknown,No,B6,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Wisconsin Farm Jobs,https://www.facebook.com/groups/355349551636838/,Wisconsin,WI ag labor + operators,unknown,unknown,moderate,WI ag labor and operators,unknown,no,B1,Group,A,Join+Post,Service availability + custom drone capacity posts,T6 job lead,ACRES,Operators,,3
4,Equipment BST State,Wisconsin Farm Lawn and Garden Buy Sell Trade,https://www.facebook.com/groups/farmlawngarden/,Wisconsin,Farmers,unknown,Public,unknown,WI farm equipment reach,unknown,No,B6,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Wisconsin Farm Tractors and Equipment for Sale,https://www.facebook.com/groups/794433367392735/,Wisconsin,Farmers,unknown,Public,unknown,WI tractor/equipment owners,unknown,No,B6,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Wisconsin Small Farm Equipment Exchange,https://www.facebook.com/groups/739526776223447/,Wisconsin,Small farmers,unknown,Public,unknown,WI small farm equipment owners,unknown,No,B6,Group,B,Join+Lurk (listings only),Used-drone listings in high-drone-density state,Real used-drone listing,GEAR,Operators,Listings only; verify rules first,3
4,Equipment BST State,Wyoming Everything Farm & Ranch (buy sell or trade),https://www.facebook.com/groups/649323756833556/,Wyoming,WY farmers + ranchers,unknown,unknown,unknown,Wyoming farm/ranch buy-sell,unknown,no,B3,Group,C,Skip,,,,,Lower-priority state for drone spray,3
4,Farm Business,Ardmore Farmers Market,https://www.facebook.com/groups/69079373366/,US,Market vendors,unknown,unknown,active,Local grower-vendor community,unknown,Community,B7,Group,C,Skip,,,,,Market logistics board; not discussion,4
4,Farm Business,Cottage Food Business,https://www.facebook.com/groups/CottageFoodBusiness/,US,Small food producers,unknown,unknown,active,Small farm direct-market operators,unknown,Community,B7,Group,C,Skip,,,,,Food regulation only; off-topic,4
4,Farm Business,Danville VA Farmers Market Vendors,https://www.facebook.com/groups/2594702254103187/,VA,Market vendors,unknown,unknown,active,Local grower-vendor community,unknown,Community,B7,Group,C,Skip,,,,,Market logistics board; not discussion,4
4,Farm Business,Farming Ranching and Homesteading,https://www.facebook.com/groups/703654160150289/,US,Farmers/ranchers,unknown,unknown,active,Broad farmer-operator audience,unknown,Community,B7,Group,C,Skip,,,,,Hobby/lifestyle homesteaders,4
4,Farm Business,Idaho Falls Farmers Market Vendors,https://www.facebook.com/groups/Idahofallsfarmersmarketvendors/,ID,Market vendors,unknown,unknown,active,ID grower-vendor community,unknown,Community,B7,Group,C,Skip,,,,,Market logistics board; not discussion,4
4,Farm Business,Lampasas County Farmers Market and Crafts Vendors,https://www.facebook.com/groups/323973443890405/,TX,Market vendors,unknown,unknown,active,TX grower-vendor community,unknown,Community,B7,Group,C,Skip,,,,,Market logistics board; not discussion,4
4,Farm Business,McCalls Farmers Market Vendors,https://www.facebook.com/groups/371051463869802/,US,Market vendors,unknown,unknown,active,Direct-market grower-vendors,unknown,Community,B7,Group,C,Skip,,,,,Market logistics board; not discussion,4
4,Farm Business,Tomah Farmers Market Vendors,https://www.facebook.com/groups/454752692284338/,WI,Market vendors,unknown,unknown,active,WI grower-vendor community,unknown,Community,B7,Group,C,Skip,,,,,Market logistics board; not discussion,4
4,Farm Women,Farm Wives,https://www.facebook.com/groups/893590090772293/,USA,Farm wives,unknown,unknown,unknown,Farm family overlap,unknown,Community,B8,Group,B,Join+Post (influence),Cost/decision framing for the bookkeeper-in-the-family,T4 farmer-ask,TANK,Decision-influencer,Influence group; never hard-pitch; respect farmer/farm-wife label,4
4,Farm Women,Farmer's Wife Support Group,https://www.facebook.com/groups/728013607355129/,USA,Farm wives,unknown,unknown,Active,Farm family decision-maker overlap,unknown,Community,B8,Group,B,Join+Post (influence),Cost/decision framing for the bookkeeper-in-the-family,T4 farmer-ask,TANK,Decision-influencer,Influence group; never hard-pitch; respect farmer/farm-wife label,4
4,Lifestyle,Homestead Properties For Sale By Owner,https://www.facebook.com/groups/homesteadlandforsale/,USA,Homestead land buyers,unknown,unknown,unknown,New rural landowner overlap,unknown,Community,B8,Group,C,Skip,,,,,Real estate / homestead listings,4
4,Livestock,Central Florida Sheep and Goat Producers Sale,https://www.facebook.com/groups/278249515704777/,FL,Sheep and goat producers,unknown,unknown,active,FL small ruminant marketplace,Yes,Community,B7,Group,C,Skip,,,,,For-sale board,4
4,Livestock,Illinois Meat Goat Producers,https://www.facebook.com/groups/204725156791/,IL,Meat goat producers,unknown,unknown,active,State goat producers with grazing,unknown,Community,B7,Group,B,Join+Post,"Spot-spray toxic species (hemlock, nightshade) goats leave behind",T3 photo story,TANK,Farmer-operator,Goats clear brush by grazing; do not contradict,4
4,Livestock,Meat Goat Farmers,https://www.facebook.com/groups/802498533098661/,US,Meat goat producers,unknown,unknown,active,National goat producer community,unknown,Community,B7,Group,B,Join+Post,"Spot-spray toxic species (hemlock, nightshade) goats leave behind",T3 photo story,TANK,Farmer-operator,Goats clear brush by grazing; do not contradict,4
4,Livestock,Michigan Katahdin Sheep Producers,https://www.facebook.com/groups/1380192978808020/,MI,Sheep producers,unknown,unknown,active,State sheep producers with pasture,unknown,Community,B7,Group,B,Join+Post,"Spot-spray toxic species (hemlock, nightshade) goats leave behind",T3 photo story,TANK,Farmer-operator,Goats clear brush by grazing; do not contradict,4
4,Livestock,Oregon Sheep Growers Association,https://www.facebook.com/groups/1549481128628809/,OR,Sheep growers,unknown,unknown,active,Oregon sheep producers,unknown,Community,B7,Group,B,Join+Post,"Spot-spray toxic species (hemlock, nightshade) goats leave behind",T3 photo story,TANK,Farmer-operator,Goats clear brush by grazing; do not contradict,4
4,Livestock,Wisconsin Meat Goat Producers Network,https://www.facebook.com/groups/wimeatgoatnetwork/,WI,Meat goat producers,unknown,unknown,active,WI small ruminant producer network,unknown,Community,B7,Group,B,Join+Post,"Spot-spray toxic species (hemlock, nightshade) goats leave behind",T3 photo story,TANK,Farmer-operator,Goats clear brush by grazing; do not contradict,4
4,Off-Brand Tractor,Massey Ferguson 3000 Series Owners,https://www.facebook.com/groups/1573627479606242/,US,Massey owners,unknown,unknown,active,Working Massey owner niche,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Off-Brand Tractor,Old Ford Tractors,https://www.facebook.com/groups/486333472963627/,US,Ford tractor owners,unknown,Public,active,Antique Ford tractor owners,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Off-Brand Tractor,Oliver Tractor Owners,https://www.facebook.com/groups/238348693303240/,US,Oliver tractor owners,unknown,unknown,active,Oliver owner community,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Off-Brand Tractor,Oliver Tractors and Implements,https://www.facebook.com/groups/1539143109743926/,US,Oliver tractor owners,unknown,unknown,active,Oliver owners and implement traders,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Off-Brand Tractor,Oliver White Tractor Owners Workers Forum,https://www.facebook.com/groups/1615754488669141/,US,Oliver/White owners,unknown,unknown,active,Working Oliver/White forum,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Off-Brand Tractor,Oliver and White Tractors,https://www.facebook.com/groups/2229229006/,US,Oliver/White owners,unknown,unknown,active,Oliver and White owner group,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Off-Brand Tractor,Oliver tractors fleetlines and supers forum,https://www.facebook.com/groups/684158155101622/,US,Oliver tractor owners,unknown,unknown,active,Niche Oliver model forum,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Off-Brand Tractor,Simplicity and Allis Chalmers Lawn tractors,https://www.facebook.com/groups/741329705877615/,US,Allis Chalmers owners,unknown,unknown,active,Allis Chalmers enthusiast crossover,unknown,Community,B7,Group,C,Skip,,,,,Vintage/collector tractor; not sprayer audience,4
4,Organic/Sustainable,Organic Farming Group,https://www.facebook.com/groups/599755503530964/,USA/Global,Organic growers,unknown,unknown,unknown,Organic farmer-operator overlap,unknown,Community,B8,Group,C,Skip,,,,,Synthetic herbicides off-topic,4
4,Organic/Sustainable,Sustainable Agriculture Jobs and Internships,https://www.facebook.com/groups/SustainableAgJobs/,USA,Sustainable ag workers,unknown,unknown,unknown,Ag workforce and operator overlap,unknown,Community,B8,Group,B,Join+Lurk (recruiting),Recruiting channel + content distribution,T6 job lead,HOW,Drone-curious,,4
4,Specialty Crop,Avocado Growers Northern CA region,https://www.facebook.com/groups/923870051590337/,CA,Avocado growers,unknown,unknown,active,Regional avocado orchard growers,unknown,Community,B7,Group,B,Join+Lurk,Steep-terrain orchard spraying,T3 photo story,TANK,Specialty,,4
4,Specialty Crop,Ginseng Diggers,https://www.facebook.com/groups/ginsengdiggers/,US,Ginseng growers/foragers,unknown,unknown,active,Niche specialty crop audience,unknown,Community,B7,Group,C,Skip,,,,,"Wild-harvest crowd, not farming",4
4,Specialty Crop,Sweet Potato Growers Group,https://www.facebook.com/groups/659533537507109/,US,Sweet potato growers,unknown,unknown,active,Sweet potato grower community,unknown,Community,B7,Group,B,Join+Post,Late-season spraying on vine-covered rows,T3 photo story,TANK,Specialty,,4
4,Veteran Farmer,ODVA AgriVets,https://www.facebook.com/groups/320254119331767/,Oklahoma,Veteran farmers,unknown,unknown,unknown,OK veteran farmer-operator overlap,unknown,Community,B8,Group,A,Join+Post,Drone-spray as veteran-friendly startup; FSA 5% microloans,"T6 job lead, T4 farmer-ask",TANK,Drone-curious,Veterans spot a sales pitch fast; value-first,4
5,Adjacent Pro,Agronomy/crop consultant (verify name),https://www.facebook.com/groups/409264769271745/,USA,Agronomists + crop consultants,unknown,unknown,moderate,Agronomists and crop consultants,unknown,no,B1,Group,A,Join+Post,Be the operator CCAs refer to; wet-field and odd-shape solver,"T2 reg decode, T7 honest gear take",TANK,Decision-influencer,"Technical audience, bring real numbers and university citations",5
5,Adjacent Pro,No-Till Growers,https://www.facebook.com/groups/348435182395903,National,No-till + regen farmers,unknown,unknown,active,Regenerative growers interested in precision application,unknown,no,B2,Group,A,Join+Post,Zero-compaction cover crop seeding into standing cash crop,"T3 photo story, T4 farmer-ask",TANK,Farmer-operator,Avoid herbicide talk; lead with cover crop and soil health,5
5,Adjacent Pro,Pest Control Professionals,https://www.facebook.com/groups/pestpros/,USA,Pest control pros,"~5,100",unknown,unknown,Pest control pros overlap with applicators,unknown,no,B3,Group,B,Join+Post,Outdoor mosquito/tick partnership for PCO firms,T6 job lead,TANK,B2B service partner,"Partnership angle, not customer pitch",5
5,Adjacent Pro,Texas Mosquito Control Association Young Professionals,https://www.facebook.com/groups/433029287140920/,Texas,Mosquito control pros,unknown,unknown,unknown,Mosquito control crossover with drone application,unknown,industry org,B3,Group,B,Join+Post,Drone larvicide partnership; Bti by drone $20 vs $42 manned,"T2 reg decode, T6 job lead",TANK,B2B service partner,Regulated industry; Part 137 required; cite AMCA,5
5,Cattle Livestock,Bottle Calves and Cattle for Sale in Tennessee,https://www.facebook.com/groups/359418411453709/,Tennessee,Cattle producers,unknown,Public,unknown,TN small cattle operators drone-curious,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,California Livestock - Buy Sell or Trade in California,https://www.facebook.com/groups/1408124589451697/,California,CA livestock producers,unknown,Public,unknown,Central Valley ranchers overlap with spray drone demand,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Cattle For Sale,https://www.facebook.com/groups/484487775067332/,National,Cattle producers,unknown,Public,unknown,Large national cattle audience with pasture spraying needs,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Eastern Tennessee Cattle Exchange,https://www.facebook.com/groups/1673514889578946/,Tennessee,Cattle producers,unknown,Public,unknown,E TN ranchers with pasture spraying needs,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,NW Oklahoma Livestock for Sale,https://www.facebook.com/groups/169823856548747/,Oklahoma,Livestock producers,unknown,Public,unknown,NW OK ranch country drone-curious audience,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,North Missouri Livestock Auction LLC,https://www.facebook.com/groups/669871583059026/,Missouri,Livestock producers,unknown,Public,unknown,N MO livestock marketplace audience,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,OKLAHOMA BEEF CATTLE GROUP,https://www.facebook.com/groups/227961366975008/,Oklahoma,Beef producers,unknown,Public,unknown,Beef producers spray brush and pasture,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Oklahoma Cattle,https://www.facebook.com/groups/1437841133094876/,Oklahoma,Cattle producers,unknown,Public,unknown,Statewide OK cattle audience,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Show Cattle In Texas,https://www.facebook.com/groups/1611480482464840/,Texas,Cattle producers,unknown,Public,unknown,Texas livestock audience near major drone spray markets,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Southeastern Oklahoma Cattle,https://www.facebook.com/groups/527345260784072/,Oklahoma,Cattle producers,unknown,Public,unknown,Pasture spraying overlap in SE Oklahoma,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Southern Missouri Cattle For Sale,https://www.facebook.com/groups/684946671621942/,Missouri,Cattle producers,unknown,Public,unknown,Ranchers near Agri Spray Drones home base in Boonville MO,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Tennessee Cattle,https://www.facebook.com/groups/913005585489180/,Tennessee,Cattle producers,unknown,Public,unknown,Statewide TN cattle community,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Tennessee Cattle Market,https://www.facebook.com/groups/1131793607247367/,Tennessee,Cattle producers,unknown,Public,unknown,TN cattle audience under-covered in prior batches,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,Texas/Oklahoma Shorthorn Breeders,https://www.facebook.com/groups/565993131281821/,Texas/Oklahoma,Cattle breeders,unknown,Public,unknown,TX/OK cattle country overlaps with FAA Part 137 spray operators,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Cattle Livestock,livestock buy and sell,https://www.facebook.com/groups/823176875114169/,National,Livestock producers,unknown,Public,unknown,Ranchers who spray pasture and brush are prime drone-curious leads,unknown,No,B6,Group,C,Skip,,,,,State cattle BST; not discussion-friendly for drone content,5
5,Demographic,Agriculture and Young,https://www.facebook.com/groups/408192887297166/,Global,Young farmers,unknown,unknown,unknown,Young and beginning farmers,unknown,no,B5,Group,A,Join+Post,Low-capital ag entry; $30-40K drone vs $500K rig,"T1 rate question, T4 farmer-ask",HOW,Drone-curious,,5
5,Demographic,Alberta Women In Ag,https://www.facebook.com/groups/296378634050912/,Alberta Canada,Women in ag,unknown,unknown,unknown,International women in ag,unknown,no,B5,Group,B,Join+Lurk,,,,,Canadian; no in-crop drone labels,5
5,Demographic,Black Farmers Together,https://www.facebook.com/groups/blackfarmerstogether/,USA,Black farmers,unknown,unknown,unknown,Demographic-specific farmers,unknown,no,B5,Group,B,Join+Post (respectful slow build),Affordable startup tool for smaller acreage; never charity framing,T4 farmer-ask,TANK,Farmer-operator,SENSITIVE: never charity framing; show up as helpful peer,5
5,Demographic,Black Farmers and Agriculturalists Association,https://www.facebook.com/groups/BlackFarmersAndAgriculturalistsAssociation/,USA,Black farmers,unknown,unknown,unknown,Demographic-specific farmers,unknown,industry org,B5,Group,B,Join+Post (respectful slow build),Affordable startup tool for smaller acreage; never charity framing,T4 farmer-ask,TANK,Farmer-operator,SENSITIVE: never charity framing; show up as helpful peer,5
5,Demographic,Farmers Life World of Farming Agriculture Tractors,https://www.facebook.com/groups/farmerslifecommunity/,Global,General farmers,unknown,Public,unknown,Broad farmer audience,unknown,No,B6,Group,C,Skip,,,,,,5
5,Demographic,Georgia Black Owned Farm Tours,https://www.facebook.com/groups/georgiablackownedfarms/,Georgia,Black farmers,unknown,unknown,unknown,State demographic farmers,unknown,no,B5,Group,C,Skip,,,,,"Agritourism, not spray audience",5
5,Demographic,Homesteading Preparedness and Off-Grid Survival,https://www.facebook.com/groups/small.farming.homesteading/,National,Homesteaders,unknown,Public,unknown,Homesteaders with land are drone-curious,unknown,No,B6,Group,C,Skip,,,,,Hobby/lifestyle,5
5,Demographic,Homesteading for Beginners,https://www.facebook.com/groups/homesteadingforbeginners/,National,Beginner homesteaders,unknown,Public,unknown,Entry-point small landowners,unknown,No,B6,Group,C,Skip,,,,,Hobby/lifestyle,5
5,Demographic,Missouri Beginning Farmers,https://www.facebook.com/groups/mobeginningfarmers/,Missouri,Beginning farmers,unknown,Public,unknown,Beginning farmers near MO drone hub,unknown,No,B6,Group,A,Join+Post,Low-capital ag entry; $30-40K drone vs $500K rig,"T1 rate question, T4 farmer-ask",HOW,Drone-curious,,5
5,Demographic,National Black Farmers Association,https://www.facebook.com/groups/21626657394/,USA,Black farmers,tens of thousands,unknown,active,Largest Black farmer group (founded 1995 by John Boyd Jr),unknown,industry org,B5,Group,B,Join+Post (respectful slow build),Affordable startup tool for smaller acreage; never charity framing,T4 farmer-ask,TANK,Farmer-operator,SENSITIVE: never charity framing; show up as helpful peer,5
5,Demographic,Small Farm Sustainability and Homestead Living,https://www.facebook.com/groups/SmallFarm/,National,Small farmers/homesteaders,unknown,Public,unknown,Small farmers using drones on acreage,unknown,No,B6,Group,C,Skip,,,,,,5
5,Demographic,Southern Virginia Farm Swap and Homesteading,https://www.facebook.com/groups/sovafarmers/,Virginia,Farmers/homesteaders,unknown,Public,unknown,S VA farm community,unknown,No,B6,Group,C,Skip,,,,,Hobby/lifestyle,5
5,Demographic,Statewide WI FFA Alumni & Supporters Events,https://www.facebook.com/groups/1019895308761797/,Wisconsin,FFA alumni,unknown,unknown,unknown,FFA alumni network,unknown,industry org,B2,Group,B,Join+Lurk,Career-path content for ag students,T6 job lead,HOW,Drone-curious,,5
5,Demographic,Women in Agriculture (SFwia),https://www.facebook.com/groups/SFwia/,USA,Women in ag,unknown,unknown,unknown,Women in ag,unknown,no,B5,Group,A,Join+Post,"Decision tools, cost breakdowns, less heavy lifting","T4 farmer-ask, T7 honest gear take",TANK,Decision-influencer,,5
5,Demographic,Women in Agriculture Leadership,https://www.facebook.com/groups/womeninagriculture2022/,USA,Women in ag,unknown,unknown,unknown,Women in ag network,unknown,no,"B2, B5",Group,A,Join+Post,"Decision tools, cost breakdowns, less heavy lifting","T4 farmer-ask, T7 honest gear take",TANK,Decision-influencer,,5
5,Equine,Donkey and Mule Association of the Western Reserve,https://www.facebook.com/groups/989735581777914/,Ohio,Mule and donkey owners,unknown,unknown,unknown,OH small landowner overlap,unknown,Community,B8,Group,C,Skip,,,,,Small-acre hobby; weak fit,5
5,Equine,Grand Canyon Mule Riders and Wrangler Appreciation,https://www.facebook.com/groups/188057931399/,USA,Mule riders,unknown,unknown,unknown,Pasture landowner overlap,unknown,Community,B8,Group,C,Skip,,,,,Small-acre hobby; weak fit,5
5,Equine,Mule and Donkey Shows,https://www.facebook.com/groups/354986715749421/,USA,Mule and donkey owners,unknown,unknown,unknown,Small pasture-owning overlap,unknown,Community,B8,Group,C,Skip,,,,,Small-acre hobby; weak fit,5
5,International,ALBERTA FARMERS Group,https://www.facebook.com/groups/546202798899488/,Canada,AB farmers,unknown,Public,unknown,Statewide AB farmer reach,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,ARPCO Australian Remote Pilots and Certified Operators,https://www.facebook.com/groups/arpco/,Australia,Certified drone operators incl ag,unknown,unknown,active,International operator crossover audience,unknown,industry org,B4,Group,C,Monitor only (content mining),International drone peers; mine for technique/trends,,,,Wrong market; do not post,5
5,International,Ag Drones NZ,https://www.facebook.com/groups/agdronesnz/,New Zealand,NZ ag drone operators,unknown,unknown,active,NZ ag drone operators for cross-learning,unknown,unknown,"B2, B3, B5",Group,C,Monitor only (content mining),International drone peers; mine for technique/trends,,,,Wrong market; do not post,5
5,International,Alberta Farm Equipment Buy and Sell,https://www.facebook.com/groups/AlbertaFarmBuyAndSell/,Canada,AB farmers,unknown,Public,unknown,Alberta farm equipment audience,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Alberta Used Farm Equipment,https://www.facebook.com/groups/albertausedfarmequipment/,Canada,AB farmers,unknown,Public,unknown,AB used equipment marketplace,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
